timestamp,btc_price,yes_price,no_price,window_start
1777939200,79824.98,0.395,0.605,1777939200
1777939260,79856.28,0.415,0.585,1777939200
1777939320,79908.29,0.535,0.465,1777939200
1777939380,79929.3,0.75,0.255,1777939200
1777939440,79981.91,0.805,0.195,1777939200
1777939500,79999.41,0.905,0.095,1777939200
1777939560,79966.45,0.945,0.055,1777939200
1777939620,79978.5,0.905,0.095,1777939200
1777939680,79957.5,0.945,0.055,1777939200
1777939740,79926.2,0.945,0.055,1777939200
1777939800,79966.99,0.905,0.095,1777939200
1777939860,79984.99,0.975,0.025,1777939200
1777939920,79940.0,0.995,0.005,1777939200
1777939980,79950.0,0.985,0.015,1777939200
1777940040,79954.0,0.9985,0.0015,1777939200
1777940100,79933.0,0.495,0.505,1777940100
1777940160,79931.52,0.415,0.585,1777940100
1777940220,79923.13,0.325,0.675,1777940100
1777940280,79924.03,0.365,0.635,1777940100
1777940340,79966.74,0.365,0.635,1777940100
1777940400,79940.0,0.515,0.485,1777940100
1777940460,79940.0,0.405,0.595,1777940100
1777940520,79912.0,0.405,0.595,1777940100
1777940580,79904.75,0.235,0.765,1777940100
1777940640,79876.99,0.145,0.83,1777940100
1777940700,79904.31,0.125,0.875,1777940100
1777940760,79896.23,0.145,0.84,1777940100
1777940820,79875.01,0.075,0.925,1777940100
1777940880,79860.22,0.025,0.975,1777940100
1777940940,79852.51,0.005,0.995,1777940100
1777941000,79898.7,0.545,0.455,1777941000
1777941060,79947.54,0.695,0.305,1777941000
1777941120,79967.22,0.835,0.165,1777941000
1777941180,80055.5,0.895,0.105,1777941000
1777941240,80084.33,0.965,0.035,1777941000
1777941300,80080.0,0.985,0.015,1777941000
1777941360,80050.11,0.9895,0.0105,1777941000
1777941420,80024.63,0.9895,0.0105,1777941000
1777941480,80041.51,0.9895,0.0105,1777941000
1777941540,80056.27,0.9885,0.0115,1777941000
1777941600,80042.54,0.9965,0.0035,1777941000
1777941660,80013.51,0.9965,0.0035,1777941000
1777941720,80022.66,0.9965,0.0035,1777941000
1777941780,80022.21,0.9975,0.0025,1777941000
1777941840,80077.38,0.9995,0.0005,1777941000
1777941900,80069.48,0.505,0.495,1777941900
1777941960,80066.01,0.465,0.535,1777941900
1777942020,80079.72,0.445,0.555,1777941900
1777942080,80055.51,0.525,0.475,1777941900
1777942140,80044.99,0.315,0.685,1777941900
1777942200,80084.65,0.345,0.655,1777941900
1777942260,80126.9,0.565,0.435,1777941900
1777942320,80134.02,0.845,0.165,1777941900
1777942380,80174.5,0.855,0.145,1777941900
1777942440,80152.01,0.935,0.065,1777941900
1777942500,80125.07,0.925,0.075,1777941900
1777942560,80115.78,0.885,0.115,1777941900
1777942620,80150.01,0.925,0.085,1777941900
1777942680,80150.7,0.985,0.015,1777941900
1777942740,80163.99,0.995,0.005,1777941900
1777942800,80115.06,0.505,0.495,1777942800
1777942860,80104.49,0.285,0.715,1777942800
1777942920,80104.57,0.225,0.775,1777942800
1777942980,80091.85,0.245,0.765,1777942800
1777943040,80114.0,0.175,0.825,1777942800
1777943100,80158.46,0.295,0.705,1777942800
1777943160,80167.45,0.445,0.555,1777942800
1777943220,80153.49,0.495,0.505,1777942800
1777943280,80178.02,0.455,0.545,1777942800
1777943340,80201.74,0.595,0.405,1777942800
1777943400,80248.0,0.735,0.265,1777942800
1777943460,80232.88,0.945,0.055,1777942800
1777943520,80233.99,0.925,0.075,1777942800
1777943580,80216.78,0.995,0.005,1777942800
1777943640,80189.03,0.995,0.005,1777942800
1777943700,80229.61,0.435,0.555,1777943700
1777943760,80243.32,0.635,0.365,1777943700
1777943820,80215.29,0.695,0.305,1777943700
1777943880,80207.85,0.535,0.465,1777943700
1777943940,80209.1,0.565,0.435,1777943700
1777944000,80214.43,0.565,0.435,1777943700
1777944060,80233.65,0.545,0.455,1777943700
1777944120,80217.33,0.725,0.275,1777943700
1777944180,80270.94,0.635,0.365,1777943700
1777944240,80252.88,0.865,0.135,1777943700
1777944300,80237.51,0.885,0.115,1777943700
1777944360,80259.99,0.845,0.155,1777943700
1777944420,80241.0,0.965,0.035,1777943700
1777944480,80259.68,0.945,0.055,1777943700
1777944540,80258.0,0.995,0.005,1777943700
1777944600,80248.0,0.43,0.58,1777944600
1777944660,80219.99,0.445,0.555,1777944600
1777944720,80181.5,0.315,0.685,1777944600
1777944780,80206.64,0.155,0.845,1777944600
1777944840,80199.01,0.235,0.765,1777944600
1777944900,80245.19,0.205,0.795,1777944600
1777944960,80275.83,0.415,0.565,1777944600
1777945020,80292.02,0.635,0.345,1777944600
1777945080,80251.04,0.7,0.27,1777944600
1777945140,80248.0,0.465,0.535,1777944600
1777945200,80258.0,0.395,0.605,1777944600
1777945260,80250.5,0.465,0.535,1777944600
1777945320,80254.99,0.365,0.695,1777944600
1777945380,80278.78,0.455,0.545,1777944600
1777945440,80236.39,0.795,0.195,1777944600
1777945500,80274.52,,,1777945500
1777945560,80280.98,0.595,0.395,1777945500
1777945620,80339.01,0.67,0.33,1777945500
1777945680,80325.02,0.855,0.145,1777945500
1777945740,80336.46,0.805,0.195,1777945500
1777945800,80349.13,0.865,0.135,1777945500
1777945860,80377.5,0.935,0.065,1777945500
1777945920,80356.49,0.955,0.045,1777945500
1777945980,80376.51,0.965,0.035,1777945500
1777946040,80333.49,0.975,0.025,1777945500
1777946100,80310.99,0.965,0.035,1777945500
1777946160,80328.49,0.975,0.025,1777945500
1777946220,80338.71,0.9905,0.0095,1777945500
1777946280,80332.42,0.9965,0.0035,1777945500
1777946340,80345.99,0.9985,0.0015,1777945500
1777946400,80309.03,0.415,0.585,1777946400
1777946460,80331.99,0.315,0.685,1777946400
1777946520,80376.0,0.455,0.545,1777946400
1777946580,80394.77,0.595,0.405,1777946400
1777946640,80486.0,0.865,0.135,1777946400
1777946700,80487.5,0.905,0.095,1777946400
1777946760,80461.17,0.925,0.075,1777946400
1777946820,80434.19,0.915,0.085,1777946400
1777946880,80426.83,0.895,0.105,1777946400
1777946940,80441.5,0.915,0.085,1777946400
1777947000,80420.16,0.895,0.105,1777946400
1777947060,80403.95,0.955,0.045,1777946400
1777947120,80400.85,0.955,0.045,1777946400
1777947180,80391.5,0.975,0.03,1777946400
1777947240,80447.14,0.995,0.005,1777946400
1777947300,80436.99,0.415,0.585,1777947300
1777947360,80441.71,0.425,0.575,1777947300
1777947420,80433.5,0.445,0.555,1777947300
1777947480,80416.7,0.385,0.615,1777947300
1777947540,80398.51,0.315,0.685,1777947300
1777947600,80388.0,0.215,0.785,1777947300
1777947660,80379.01,0.185,0.815,1777947300
1777947720,80402.0,0.105,0.895,1777947300
1777947780,80414.56,0.205,0.795,1777947300
1777947840,80482.49,0.165,0.835,1777947300
1777947900,80509.74,0.745,0.255,1777947300
1777947960,80489.5,0.915,0.085,1777947300
1777948020,80481.44,0.845,0.155,1777947300
1777948080,80461.5,0.845,0.155,1777947300
1777948140,80461.5,0.785,0.245,1777947300
1777950900,80664.01,0.445,0.575,1777950900
1777950960,80626.1,0.435,0.555,1777950900
1777951020,80664.01,0.315,0.685,1777950900
1777951080,80689.35,0.48,0.535,1777950900
1777951140,80751.99,0.575,0.425,1777950900
1777951200,80815.66,0.775,0.225,1777950900
1777951260,80788.05,0.925,0.075,1777950900
1777951320,80800.13,0.895,0.105,1777950900
1777951380,80769.37,0.905,0.095,1777950900
1777951440,80814.52,0.905,0.105,1777950900
1777951500,80801.4,0.975,0.025,1777950900
1777951560,80755.5,0.9895,0.0105,1777950900
1777951620,80760.27,0.9625,0.0375,1777950900
1777951680,80762.64,0.9925,0.0075,1777950900
1777951740,80794.0,0.9965,0.0035,1777950900
1777952700,80895.5,0.435,0.565,1777952700
1777952760,80853.49,0.335,0.665,1777952700
1777952820,80895.51,0.315,0.685,1777952700
1777952880,80880.49,0.325,0.675,1777952700
1777952940,80903.95,0.355,0.645,1777952700
1777953000,80865.75,0.425,0.575,1777952700
1777953060,80858.01,0.275,0.725,1777952700
1777953120,80853.5,0.225,0.775,1777952700
1777953180,80878.16,0.235,0.765,1777952700
1777953240,80902.09,0.305,0.695,1777952700
1777953300,80860.0,0.27,0.695,1777952700
1777953360,80848.83,0.185,0.815,1777952700
1777953420,80864.0,0.125,0.865,1777952700
1777953480,80884.32,0.095,0.905,1777952700
1777953540,80870.89,0.165,0.835,1777952700
1777955400,80786.51,0.525,0.475,1777955400
1777955460,80754.28,0.465,0.535,1777955400
1777955520,80748.49,0.345,0.655,1777955400
1777955580,80782.9,0.295,0.705,1777955400
1777955640,80757.19,0.425,0.575,1777955400
1777955700,80767.93,0.325,0.675,1777955400
1777955760,80797.26,0.345,0.655,1777955400
1777955820,80817.28,0.505,0.495,1777955400
1777955880,80833.85,0.635,0.365,1777955400
1777955940,80804.04,0.695,0.305,1777955400
1777956000,80806.0,0.635,0.365,1777955400
1777956060,80782.41,0.645,0.355,1777955400
1777956120,80776.52,0.455,0.545,1777955400
1777956180,80760.27,0.315,0.685,1777955400
1777956240,80753.35,0.075,0.925,1777955400
1777959000,81036.38,0.435,0.565,1777959000
1777959060,81030.87,0.425,0.575,1777959000
1777959120,81042.56,0.395,0.605,1777959000
1777959180,81054.1,0.435,0.565,1777959000
1777959240,81138.0,0.565,0.435,1777959000
1777959300,81156.39,0.755,0.245,1777959000
1777959360,81135.57,0.785,0.185,1777959000
1777959420,81101.99,0.765,0.235,1777959000
1777959480,81190.01,0.705,0.295,1777959000
1777959540,81224.86,0.955,0.045,1777959000
1777959600,81217.5,0.975,0.025,1777959000
1777959660,81219.76,0.985,0.015,1777959000
1777959720,81189.5,0.985,0.015,1777959000
1777959780,81116.01,0.986,0.0175,1777959000
1777959840,81039.01,0.978,0.022,1777959000
1777962600,80802.69,0.53,0.475,1777962600
1777962660,80801.0,0.465,0.535,1777962600
1777962720,80822.0,0.465,0.535,1777962600
1777962780,80839.42,0.555,0.475,1777962600
1777962840,80849.67,0.635,0.365,1777962600
1777962900,80860.3,0.715,0.285,1777962600
1777962960,80835.99,0.735,0.265,1777962600
1777963020,80809.2,0.625,0.375,1777962600
1777963080,80815.01,0.485,0.515,1777962600
1777963140,80809.92,0.505,0.495,1777962600
1777963200,80795.1,0.485,0.515,1777962600
1777963260,80818.46,0.415,0.595,1777962600
1777963320,80828.89,0.585,0.405,1777962600
1777963380,80860.5,0.745,0.33,1777962600
1777963440,80794.01,0.485,0.515,1777962600
1777966200,81028.51,0.435,0.565,1777966200
1777966260,81010.01,0.415,0.585,1777966200
1777966320,81023.45,0.365,0.635,1777966200
1777966380,81039.01,0.415,0.585,1777966200
1777966440,81081.0,0.455,0.545,1777966200
1777966500,81095.0,0.625,0.355,1777966200
1777966560,81109.01,0.555,0.445,1777966200
1777966620,81091.5,0.66,0.335,1777966200
1777966680,81110.97,0.59,0.405,1777966200
1777966740,81126.67,0.675,0.325,1777966200
1777966800,81070.51,0.715,0.285,1777966200
1777966860,81070.31,0.525,0.475,1777966200
1777966920,81058.68,0.555,0.445,1777966200
1777966980,81046.67,0.395,0.605,1777966200
1777967040,81015.03,0.285,0.715,1777966200
1777967100,80986.5,0.455,0.52,1777967100
1777967160,80941.0,0.345,0.665,1777967100
1777967220,80947.99,0.255,0.745,1777967100
1777967280,80958.49,0.225,0.755,1777967100
1777967340,80959.13,0.265,0.735,1777967100
1777967400,80941.35,0.265,0.735,1777967100
1777967460,80922.97,0.145,0.855,1777967100
1777967520,80926.45,0.075,0.925,1777967100
1777967580,80906.0,0.085,0.915,1777967100
1777967640,80881.5,0.045,0.955,1777967100
1777967700,80865.95,0.0075,0.9925,1777967100
1777967760,80843.95,0.0065,0.9925,1777967100
1777967820,80831.17,0.0015,0.9985,1777967100
1777967880,80858.01,0.0015,0.9985,1777967100
1777967940,80850.04,0.0005,0.9995,1777967100
1777976100,80689.78,0.445,0.555,1777976100
1777976160,80721.39,0.545,0.455,1777976100
1777976220,80699.79,0.695,0.305,1777976100
1777976280,80709.12,0.635,0.365,1777976100
1777976340,80726.48,0.645,0.355,1777976100
1777976400,80739.15,0.805,0.195,1777976100
1777976460,80711.0,0.845,0.155,1777976100
1777976520,80736.3,0.705,0.295,1777976100
1777976580,80731.5,0.885,0.115,1777976100
1777976640,80722.24,0.885,0.115,1777976100
1777976700,80738.16,0.865,0.135,1777976100
1777976760,80758.39,0.965,0.035,1777976100
1777976820,80738.4,0.985,0.015,1777976100
1777976880,80731.33,0.985,0.015,1777976100
1777976940,80742.84,0.995,0.005,1777976100
1777983300,81139.75,0.435,0.58,1777983300
1777983360,81115.54,0.535,0.465,1777983300
1777983420,81100.0,0.485,0.515,1777983300
1777983480,81100.01,0.415,0.61,1777983300
1777983540,81089.82,0.425,0.575,1777983300
1777983600,81081.25,0.385,0.615,1777983300
1777983660,81139.57,0.315,0.685,1777983300
1777983720,81085.0,0.605,0.395,1777983300
1777983780,81109.99,0.325,0.655,1777983300
1777983840,81118.82,0.435,0.565,1777983300
1777983900,81187.85,0.505,0.495,1777983300
1777983960,81203.35,0.925,0.075,1777983300
1777984020,81249.46,0.975,0.025,1777983300
1777984080,81234.01,0.995,0.005,1777983300
1777984140,81236.54,0.9985,0.0015,1777983300
1777984200,81250.96,0.415,0.585,1777984200
1777984260,81256.96,0.495,0.505,1777984200
1777984320,81247.04,0.515,0.475,1777984200
1777984380,81276.72,0.475,0.525,1777984200
1777984440,81250.04,0.625,0.375,1777984200
1777984500,81225.21,0.525,0.485,1777984200
1777984560,81285.49,0.445,0.555,1777984200
1777984620,81286.55,0.665,0.335,1777984200
1777984680,81252.29,0.685,0.315,1777984200
1777984740,81280.74,0.565,0.435,1777984200
1777984800,81285.82,0.78,0.205,1777984200
1777984860,81292.63,0.835,0.165,1777984200
1777984920,81285.8,0.905,0.095,1777984200
1777984980,81323.56,0.915,0.07,1777984200
1777985040,81318.31,0.9955,0.0055,1777984200
1777985100,81279.76,0.415,0.585,1777985100
1777985160,81267.59,0.285,0.715,1777985100
1777985220,81246.66,0.265,0.735,1777985100
1777985280,81220.08,0.235,0.765,1777985100
1777985340,81250.01,0.125,0.875,1777985100
1777985400,81320.17,0.185,0.81,1777985100
1777985460,81293.61,0.435,0.565,1777985100
1777985520,81301.96,0.345,0.655,1777985100
1777985580,81298.61,0.345,0.655,1777985100
1777985640,81322.16,0.335,0.665,1777985100
1777985700,81260.0,0.455,0.545,1777985100
1777985760,81288.92,0.105,0.895,1777985100
1777985820,81278.07,0.145,0.86,1777985100
1777985880,81294.91,0.105,0.895,1777985100
1777985940,81284.67,0.075,0.925,1777985100
1777986000,81315.48,0.505,0.495,1777986000
1777986060,81476.14,0.585,0.415,1777986000
1777986120,81469.99,0.815,0.195,1777986000
1777986180,81460.02,0.885,0.115,1777986000
1777986240,81485.97,0.875,0.125,1777986000
1777986300,81519.12,0.915,0.075,1777986000
1777986360,81495.89,0.945,0.055,1777986000
1777986420,81565.5,0.955,0.045,1777986000
1777986480,81665.36,0.985,0.015,1777986000
1777986540,81611.09,0.985,0.015,1777986000
1777986600,81664.07,0.995,0.005,1777986000
1777986660,81616.08,0.995,0.005,1777986000
1777986720,81656.33,0.995,0.005,1777986000
1777986780,81640.0,0.9995,0.0005,1777986000
1777986840,81646.37,0.9995,0.0005,1777986000
1777987800,81411.3,0.465,0.535,1777987800
1777987860,81544.02,0.415,0.585,1777987800
1777987920,81449.0,0.615,0.385,1777987800
1777987980,81513.56,0.465,0.535,1777987800
1777988040,81493.86,0.615,0.385,1777987800
1777988100,81478.1,0.505,0.495,1777987800
1777988160,81477.53,0.56,0.445,1777987800
1777988220,81429.0,0.535,0.465,1777987800
1777988280,81397.92,0.365,0.635,1777987800
1777988340,81350.0,0.305,0.695,1777987800
1777988400,81278.24,0.075,0.925,1777987800
1777988460,81331.07,0.045,0.955,1777987800
1777988520,81373.68,0.065,0.935,1777987800
1777988580,81391.86,0.145,0.855,1777987800
1777988640,81414.39,0.075,0.925,1777987800
1777988700,81476.7,0.575,0.425,1777988700
1777988760,81486.9,0.645,0.355,1777988700
1777988820,81543.36,0.655,0.345,1777988700
1777988880,81618.01,0.755,0.245,1777988700
1777988940,81634.0,0.835,0.165,1777988700
1777989000,81588.14,0.895,0.105,1777988700
1777989060,81586.36,0.855,0.145,1777988700
1777989120,81582.77,0.875,0.125,1777988700
1777989180,81503.06,0.895,0.105,1777988700
1777989240,81387.04,0.785,0.215,1777988700
1777989300,81300.97,0.445,0.55,1777988700
1777989360,81261.56,0.135,0.865,1777988700
1777989420,81346.42,0.055,0.945,1777988700
1777989480,81366.0,0.165,0.835,1777988700
1777989540,81334.29,0.175,0.825,1777988700
1777990500,81086.4,0.525,0.475,1777990500
1777990560,81189.14,0.485,0.515,1777990500
1777990620,81182.78,0.635,0.365,1777990500
1777990680,81022.19,0.62,0.37,1777990500
1777990740,81043.26,0.38,0.625,1777990500
1777990800,80951.0,0.385,0.615,1777990500
1777990860,81018.0,0.245,0.755,1777990500
1777990920,81166.99,0.315,0.685,1777990500
1777990980,81204.0,0.64,0.36,1777990500
1777991040,81240.37,0.735,0.265,1777990500
1777991100,81270.67,0.845,0.155,1777990500
1777991160,81325.0,0.905,0.095,1777990500
1777991220,81401.47,0.985,0.015,1777990500
1777991280,81408.0,0.9985,0.0015,1777990500
1777991340,81412.73,0.9995,0.0005,1777990500
1777994100,81602.73,0.445,0.555,1777994100
1777994160,81552.41,0.505,0.495,1777994100
1777994220,81567.43,0.405,0.595,1777994100
1777994280,81594.01,0.415,0.545,1777994100
1777994340,81562.07,0.525,0.475,1777994100
1777994400,81551.3,0.435,0.565,1777994100
1777994460,81559.99,0.37,0.595,1777994100
1777994520,81639.99,0.375,0.625,1777994100
1777994580,81686.15,0.715,0.275,1777994100
1777994640,81640.32,0.845,0.155,1777994100
1777994700,81631.22,0.735,0.265,1777994100
1777994760,81629.86,0.755,0.245,1777994100
1777994820,81584.31,0.68,0.355,1777994100
1777994880,81561.54,0.545,0.465,1777994100
1777994940,81639.53,0.205,0.845,1777994100
1777995000,81638.0,0.455,0.545,1777995000
1777995060,81633.2,0.505,0.495,1777995000
1777995120,81566.08,0.495,0.5,1777995000
1777995180,81615.64,0.285,0.715,1777995000
1777995240,81618.13,0.435,0.565,1777995000
1777995300,81669.42,0.455,0.545,1777995000
1777995360,81646.39,0.645,0.355,1777995000
1777995420,81666.92,0.545,0.455,1777995000
1777995480,81658.26,0.595,0.405,1777995000
1777995540,81624.5,0.645,0.355,1777995000
1777995600,81625.16,0.495,0.505,1777995000
1777995660,81619.56,0.505,0.495,1777995000
1777995720,81591.64,0.495,0.505,1777995000
1777995780,81597.89,0.165,0.835,1777995000
1777995840,81648.48,0.125,0.875,1777995000
1777996800,81553.73,0.665,0.335,1777996800
1777996860,81560.78,0.495,0.505,1777996800
1777996920,81510.0,0.535,0.465,1777996800
1777996980,81531.36,0.39,0.625,1777996800
1777997040,81579.73,0.465,0.535,1777996800
1777997100,81596.69,0.625,0.375,1777996800
1777997160,81606.99,0.675,0.325,1777996800
1777997220,81572.01,0.725,0.285,1777996800
1777997280,81539.84,0.59,0.43,1777996800
1777997340,81501.26,0.445,0.565,1777996800
1777997400,81481.45,0.25,0.745,1777996800
1777997460,81486.39,0.165,0.835,1777996800
1777997520,81512.84,0.135,0.865,1777996800
1777997580,81510.16,0.235,0.765,1777996800
1777997640,81466.15,0.075,0.925,1777996800
1777997700,81458.53,0.505,0.495,1777997700
1777997760,81470.19,0.455,0.545,1777997700
1777997820,81443.38,0.525,0.475,1777997700
1777997880,81486.71,0.435,0.565,1777997700
1777997940,81497.91,0.565,0.435,1777997700
1777998000,81516.76,0.555,0.445,1777997700
1777998060,81555.09,0.695,0.305,1777997700
1777998120,81513.27,0.815,0.185,1777997700
1777998180,81472.07,0.745,0.255,1777997700
1777998240,81482.76,0.535,0.465,1777997700
1777998300,81450.0,0.515,0.485,1777997700
1777998360,81463.66,0.385,0.615,1777997700
1777998420,81401.91,0.385,0.615,1777997700
1777998480,81403.66,0.065,0.935,1777997700
1777998540,81428.22,0.035,0.965,1777997700
1777998600,81414.86,0.485,0.515,1777998600
1777998660,81346.98,0.475,0.525,1777998600
1777998720,81344.33,0.295,0.705,1777998600
1777998780,81270.42,0.265,0.735,1777998600
1777998840,81272.0,0.105,0.895,1777998600
1777998900,81266.0,0.095,0.905,1777998600
1777998960,81264.6,0.075,0.925,1777998600
1777999020,81170.67,0.065,0.935,1777998600
1777999080,81092.51,0.025,0.975,1777998600
1777999140,81142.29,0.005,0.995,1777998600
1777999200,81058.56,0.0075,0.9925,1777998600
1777999260,81116.13,0.001,0.999,1777998600
1777999320,81131.67,0.0005,0.9995,1777998600
1777999380,81089.11,0.0005,0.9995,1777998600
1777999440,81082.8,0.0005,0.9995,1777998600
1777999500,81143.43,0.575,0.425,1777999500
1777999560,81151.84,0.705,0.295,1777999500
1777999620,81178.43,0.715,0.285,1777999500
1777999680,81190.29,0.785,0.215,1777999500
1777999740,81182.8,0.835,0.165,1777999500
1777999800,81234.3,0.835,0.165,1777999500
1777999860,81231.26,0.935,0.065,1777999500
1777999920,81288.83,0.945,0.055,1777999500
1777999980,81237.19,0.975,0.025,1777999500
1778000040,81267.79,0.965,0.035,1777999500
1778000100,81252.49,0.985,0.015,1777999500
1778000160,81275.99,0.995,0.005,1777999500
1778000220,81256.65,0.9985,0.0015,1777999500
1778000280,81239.15,0.9985,0.0015,1777999500
1778000340,81297.92,0.9995,0.0005,1777999500
1778004000,81338.9,0.505,0.495,1778004000
1778004060,81307.11,0.715,0.285,1778004000
1778004120,81313.5,0.635,0.365,1778004000
1778004180,81300.96,0.645,0.355,1778004000
1778004240,81346.0,0.615,0.385,1778004000
1778004300,81334.28,0.775,0.225,1778004000
1778004360,81393.02,0.765,0.235,1778004000
1778004420,81440.34,0.905,0.095,1778004000
1778004480,81409.32,0.965,0.035,1778004000
1778004540,81394.39,0.945,0.055,1778004000
1778004600,81453.99,0.955,0.045,1778004000
1778004660,81449.44,0.995,0.005,1778004000
1778004720,81494.72,0.995,0.005,1778004000
1778004780,81606.08,0.995,0.005,1778004000
1778004840,81574.46,0.9995,0.0005,1778004000
1778008500,81445.07,0.485,0.515,1778008500
1778008560,81491.85,0.355,0.645,1778008500
1778008620,81558.29,0.595,0.405,1778008500
1778008680,81523.19,0.795,0.205,1778008500
1778008740,81558.51,0.705,0.295,1778008500
1778008800,81552.46,0.835,0.165,1778008500
1778008860,81562.61,0.885,0.115,1778008500
1778008920,81559.6,0.905,0.095,1778008500
1778008980,81538.84,0.905,0.095,1778008500
1778009040,81572.15,0.875,0.125,1778008500
1778009100,81564.58,0.965,0.035,1778008500
1778009160,81590.93,0.975,0.025,1778008500
1778009220,81583.0,0.995,0.005,1778008500
1778009280,81567.61,0.995,0.005,1778008500
1778009340,81537.63,0.9985,0.0015,1778008500
1778015700,81651.11,0.505,0.495,1778015700
1778015760,81624.49,0.675,0.325,1778015700
1778015820,81585.96,0.555,0.43,1778015700
1778015880,81578.88,0.425,0.575,1778015700
1778015940,81558.69,0.415,0.585,1778015700
1778016000,81555.99,0.315,0.675,1778015700
1778016060,81581.84,0.265,0.735,1778015700
1778016120,81583.88,0.375,0.625,1778015700
1778016180,81561.99,0.385,0.615,1778015700
1778016240,81576.68,0.275,0.725,1778015700
1778016300,81608.52,0.295,0.705,1778015700
1778016360,81572.01,0.535,0.465,1778015700
1778016420,81580.31,0.195,0.805,1778015700
1778016480,81512.0,0.195,0.795,1778015700
1778016540,81475.38,0.005,0.995,1778015700
1778016600,81440.34,0.565,0.435,1778016600
1778016660,81392.6,0.425,0.575,1778016600
1778016720,81388.83,0.275,0.725,1778016600
1778016780,81358.54,0.225,0.775,1778016600
1778016840,81313.99,0.145,0.855,1778016600
1778016900,81337.98,0.065,0.935,1778016600
1778016960,81391.41,0.085,0.915,1778016600
1778017020,81437.98,0.165,0.835,1778016600
1778017080,81449.42,0.275,0.725,1778016600
1778017140,81411.1,0.365,0.635,1778016600
1778017200,81355.51,0.085,0.915,1778016600
1778017260,81379.74,0.035,0.965,1778016600
1778017320,81392.38,0.055,0.945,1778016600
1778017380,81373.67,0.035,0.965,1778016600
1778017440,81361.57,0.005,0.995,1778016600
1778025600,80937.35,0.52,0.455,1778025600
1778025660,80949.25,0.585,0.415,1778025600
1778025720,80964.63,0.645,0.355,1778025600
1778025780,81028.26,0.695,0.305,1778025600
1778025840,81052.44,0.815,0.185,1778025600
1778025900,81021.2,0.865,0.135,1778025600
1778025960,81040.38,0.865,0.135,1778025600
1778026020,81069.22,0.925,0.075,1778025600
1778026080,81098.0,0.965,0.035,1778025600
1778026140,81076.31,0.985,0.015,1778025600
1778026200,81170.16,0.985,0.015,1778025600
1778026260,81229.83,0.995,0.005,1778025600
1778026320,81158.55,0.9985,0.0015,1778025600
1778026380,81134.93,0.9985,0.0015,1778025600
1778026440,81150.62,0.9995,0.0005,1778025600
1778029200,81002.8,0.505,0.495,1778029200
1778029260,81037.33,0.455,0.545,1778029200
1778029320,81061.58,0.595,0.405,1778029200
1778029380,81104.99,0.685,0.315,1778029200
1778029440,81134.98,0.83,0.17,1778029200
1778029500,81116.2,0.865,0.135,1778029200
1778029560,81149.46,0.865,0.135,1778029200
1778029620,81135.7,0.935,0.065,1778029200
1778029680,81149.34,0.915,0.085,1778029200
1778029740,81145.73,0.955,0.045,1778029200
1778029800,81141.18,0.965,0.035,1778029200
1778029860,81134.87,0.985,0.015,1778029200
1778029920,81115.98,0.995,0.005,1778029200
1778029980,81158.98,0.995,0.005,1778029200
1778030040,81153.98,0.9995,0.0005,1778029200
1778030100,81181.0,0.455,0.545,1778030100
1778030160,81197.79,0.585,0.405,1778030100
1778030220,81234.25,0.705,0.295,1778030100
1778030280,81332.01,0.795,0.205,1778030100
1778030340,81272.99,0.935,0.065,1778030100
1778030400,81289.13,0.9,0.085,1778030100
1778030460,81266.85,0.925,0.075,1778030100
1778030520,81207.03,0.925,0.075,1778030100
1778030580,81240.35,0.795,0.205,1778030100
1778030640,81276.22,0.895,0.105,1778030100
1778030700,81275.24,0.955,0.045,1778030100
1778030760,81246.23,0.965,0.035,1778030100
1778030820,81274.0,0.965,0.035,1778030100
1778030880,81238.5,0.985,0.015,1778030100
1778030940,81225.12,0.995,0.005,1778030100
1778031000,81222.18,0.455,0.545,1778031000
1778031060,81252.04,0.455,0.545,1778031000
1778031120,81264.0,0.545,0.455,1778031000
1778031180,81294.9,0.585,0.415,1778031000
1778031240,81315.11,0.705,0.295,1778031000
1778031300,81287.3,0.755,0.245,1778031000
1778031360,81270.67,0.705,0.295,1778031000
1778031420,81265.94,0.605,0.395,1778031000
1778031480,81286.22,0.575,0.425,1778031000
1778031540,81309.7,0.845,0.155,1778031000
1778031600,81311.99,0.855,0.145,1778031000
1778031660,81305.49,0.915,0.085,1778031000
1778031720,81310.49,0.935,0.065,1778031000
1778031780,81310.06,0.965,0.035,1778031000
1778031840,81301.51,0.9945,0.0055,1778031000
1778031900,81319.15,0.425,0.575,1778031900
1778031960,81311.35,0.485,0.505,1778031900
1778032020,81452.46,0.475,0.525,1778031900
1778032080,81400.1,0.835,0.135,1778031900
1778032140,81394.22,0.745,0.265,1778031900
1778032200,81434.28,0.815,0.205,1778031900
1778032260,81429.57,0.855,0.145,1778031900
1778032320,81461.56,0.885,0.125,1778031900
1778032380,81448.94,0.935,0.065,1778031900
1778032440,81431.26,0.915,0.075,1778031900
1778032500,81398.0,0.945,0.055,1778031900
1778032560,81415.53,0.935,0.065,1778031900
1778032620,81420.52,0.965,0.035,1778031900
1778032680,81401.4,0.995,0.005,1778031900
1778032740,81430.59,0.995,0.005,1778031900
1778032800,81343.38,0.455,0.545,1778032800
1778032860,81341.28,0.235,0.765,1778032800
1778032920,81352.47,0.225,0.775,1778032800
1778032980,81334.0,0.225,0.775,1778032800
